node_id,cycle_id,FFc,dFF,DelayInfl,tau,lambda_t,rho_recv,is_attacker,blockchain_reject,PDR_t,d_bar_t
0,0,0.8149554966910512,0.389639731593058,1.0090819605345354,1.0,0.14214337813053823,0.2834581236869024,0,0,0.8831080805220826,50.45409802672677
0,1,0.743408338685783,0.43537355764982555,1.0437977070487496,1.0,0.128051301711826,0.4962621660790008,0,0,0.8693879327050523,52.18988535243748
0,2,0.5672690264337693,0.37146581877566665,1.0384643059070158,1.0,0.25328354620432614,0.3510319036468964,0,0,0.8885602543673,51.923215295350786
0,3,0.6071708202232747,0.24876101666280573,1.018771013381773,1.0,0.14195479127943794,0.4776854945099783,0,0,0.9253716950011583,50.93855066908864
0,4,0.8320904256656111,0.36657036308176855,1.086473840793796,1.0,0.3051041976387433,0.3168858488924197,0,0,0.8900288910754695,54.323692039689796
0,5,0.6486654268774684,0.2028516232014256,1.1137923437009238,1.0,0.8006653261526043,0.9554775264483336,0,0,0.9391445130395724,55.68961718504619
0,6,0.5293938511094443,0.21115184062503567,1.011815875791093,1.0,0.7527325793196351,0.9762815588606887,0,0,0.9366544478124893,50.590793789554645
0,7,0.8904468774426194,0.2952071606471548,1.1868469049672699,1.0,0.7851088161888433,0.9730915449055477,0,0,0.9114378518058536,59.34234524836349
0,8,0.7592186364426539,0.4194337905385029,1.016957552577267,1.0,0.8669665111025316,0.9825257047864132,0,0,0.8741698628384491,50.847877628863344
0,9,0.8564017392487082,0.37286686376603306,1.2282058455968294,1.0,0.8808720806499536,0.9653215568885175,0,0,0.8881399408701901,61.41029227984147
0,10,0.5503173254323259,0.3062555673739677,1.3045218861803003,1.0,0.1588943658455557,0.30666256794996205,0,0,0.9081233297878097,65.22609430901501
0,11,0.8573589481823584,0.2965835735359023,1.1563644796607406,1.0,0.2476042886319551,0.3970489886661058,0,0,0.9110249279392293,57.81822398303703
0,12,0.5553679383344237,0.4354609313431474,1.1844044006723276,1.0,0.3761058265296725,0.513927391136095,0,0,0.8693617205970559,59.22022003361638
0,13,0.7337141735906999,0.28090724691253893,1.0981488416616543,1.0,0.813637655005587,0.9606310365120748,0,0,0.9157278259262384,54.907442083082714
0,14,0.7389861100529078,0.2167938798823502,1.164917693950619,1.0,0.9578359538928107,0.9452672618620848,0,0,0.9349618360352949,58.24588469753095
0,15,0.8350870830914577,0.20138268076330926,1.3133243024077883,1.0,0.25256425823951295,0.41279683940632483,0,0,0.9395851957710072,65.66621512038941
0,16,0.5885434740485948,0.4564363308025831,1.0505985694254572,1.0,0.23894646919597015,0.3131838423644951,0,0,0.863069100759225,52.52992847127286
0,17,0.8514058926922004,0.44203356374957836,1.1315169452609246,1.0,0.261877318913589,0.312491225433222,0,0,0.8673899308751265,56.57584726304623
0,18,0.6887395295804327,0.31907991113133105,1.1522909292767773,1.0,0.11388022692059782,0.2892468634494323,0,0,0.9042760266606007,57.61454646383887
0,19,0.8856533995881869,0.21939543961642236,1.047901464160216,1.0,0.32220272562587604,0.25749537200610034,0,0,0.9341813681150732,52.3950732080108
0,20,0.5732975669051161,0.41211553250268174,1.1877803745487634,1.0,0.20685523025645067,0.22088107439550927,0,0,0.8763653402491955,59.38901872743817
0,21,0.5412141998934956,0.2972108965505672,1.2155471304896157,1.0,0.1751389630157844,0.2732527086354332,0,0,0.9108367310348299,60.77735652448079
0,22,0.831158761883543,0.3199384172326017,1.1034305019669022,1.0,0.8693641133746068,0.9770832804084124,0,0,0.9040184748302195,55.17152509834511
0,23,0.6051391433951018,0.3229088502259613,1.1640556886701283,1.0,0.34634668077826836,0.35435415178238516,0,0,0.9031273449322116,58.202784433506416
0,24,0.7439704200021618,0.4487356281134726,1.0906164455199514,1.0,0.16836201721806904,0.299198600268453,0,0,0.8653793115659583,54.53082227599757
0,25,0.5683348438264886,0.4697175747597289,1.1945760802486443,1.0,0.10749164151814242,0.4321750072782554,0,0,0.8590847275720813,59.728804012432214
0,26,0.7942199274411549,0.4292156258150358,1.201092295907014,1.0,0.7701610950483125,1.0,0,0,0.8712353122554892,60.0546147953507
0,27,0.8501677554724281,0.3413069624406488,1.1897116511672399,1.0,0.11061427023895393,0.28841356585643624,0,0,0.8976079112678054,59.48558255836199
0,28,0.5523314184597146,0.3014881139662893,1.1540841679153186,1.0,0.270138138363772,0.2546955181050733,0,0,0.9095535658101133,57.70420839576593
0,29,0.8195067274159188,0.4572835458747614,1.188957777469066,1.0,0.8928436144494465,0.9350601223949163,0,0,0.8628149362375716,59.4478888734533
0,30,0.8701336941310044,0.3747451455146106,1.2469034808167527,1.0,0.9282516032510691,0.9489226597395887,0,0,0.8875764563456168,62.345174040837634
0,31,0.6861910305979609,0.3446042732218894,1.026911056498883,1.0,0.27952965369023064,0.2679266177372055,0,0,0.8966187180334332,51.34555282494415
0,32,0.5231526493739584,0.36105563810987285,1.1036856411229055,1.0,0.23531031284203938,0.2572573120922187,0,0,0.8916833085670381,55.18428205614527
0,33,0.8716790962338615,0.3656878598526001,1.061150593977164,1.0,0.7611119129208446,0.9356576650668914,0,0,0.89029364204422,53.0575296988582
0,34,0.7803427425375314,0.23009831161794633,1.0092864749933916,1.0,0.9430484496579685,0.9662444382977504,0,0,0.9309705065146161,50.46432374966958
0,35,0.6293579765943002,0.24016021693714584,1.0840043411573763,1.0,0.38109098291885707,0.2779233729603453,0,0,0.9279519349188563,54.20021705786881
0,36,0.7001466057437923,0.43866085228720986,1.253717985448636,1.0,0.20433352219078232,0.23173187458677968,0,0,0.868401744313837,62.6858992724318
0,37,0.6793677637919198,0.38385227059881366,1.2432817019574371,1.0,0.8459856656001504,0.9396062398907167,0,0,0.8848443188203559,62.164085097871855
0,38,0.6461357851405968,0.3514482813792268,1.107828101060053,1.0,0.8597602435428274,0.9593549059028972,0,0,0.894565515586232,55.39140505300265
0,39,0.5856182130437858,0.3236794116353696,1.0448060912090567,1.0,0.17979179481155444,0.3761539016409526,0,0,0.9028961765093891,52.240304560452834
0,40,0.5199092567275615,0.4771386866991223,1.2263767971387747,1.0,0.14775853229049823,0.4717012457299875,0,0,0.8568583939902633,61.31883985693874
0,41,0.6307795187608818,0.507098981202511,1.1164557231739378,1.0,0.8548997592595505,0.9147025683064272,0,0,0.8478703056392467,55.82278615869689
0,42,0.8510084395219233,0.22819385944393983,1.2388732242879108,1.0,0.8519448314608226,0.9658499625564527,0,0,0.931541842166818,61.94366121439554
0,43,0.5905296424258195,0.35293121499094576,1.2780611430576279,1.0,0.20691942109073203,0.46258273621482965,0,0,0.8941206355027163,63.903057152881395
0,44,0.8016828120119294,0.4310542806193046,1.0793593218363176,1.0,0.15083718874559168,0.483487554342112,0,0,0.8706837158142087,53.967966091815875
0,45,0.7398104090356009,0.39264008800605765,1.1949396755189177,1.0,0.279697212015657,0.29565830630201684,0,0,0.8822079735981827,59.746983775945885
