node_id,cycle_id,FFc,dFF,rho_recv,tau,lambda_t,is_attacker,blockchain_reject,PDR_t,d_bar_t
0,0,0.973991883096861,0.04323338133143302,0.9248497545306615,1.0,0.2582772493201466,0,0,0.9870299856005701,50.0
0,1,0.9234808126037859,0.06852016500640758,0.9219099554598178,1.0,0.18775806401880385,0,0,0.9794439504980778,50.0
0,2,0.9337371137229293,0.060765059572408325,0.9007881826248066,1.0,0.1902738418185334,0,0,0.9817704821282776,50.0
0,3,0.8892367343269029,0.01324604912450738,0.9627666036446897,1.0,0.1763011246716595,0,0,0.9960261852626477,50.0
0,4,0.9259590258608501,0.00738145333682041,0.9073611121513862,1.0,0.2186314602574849,0,0,0.9977855639989539,50.0
0,5,1.0,0.06308847382802471,0.9950611867618371,1.0,0.17548788472465504,0,0,0.9810734578515926,50.0
0,6,0.9689826985944241,0.038467747079129075,0.9783436498793407,1.0,0.2261200348341365,0,0,0.9884596758762613,50.0
0,7,0.9571156161451935,0.06289862950434047,0.947155716660618,1.0,0.17551061936559,0,0,0.9811304111486978,50.0
0,8,0.9438989031837903,0.07764367675047597,0.9211412412311039,1.0,0.17785908635913025,0,0,0.9767068969748572,50.0
0,9,0.9260609976441894,0.008772232331680131,0.945049982355816,1.0,0.22814963722627435,0,0,0.997368330300496,50.0
0,10,0.9987305034653465,0.05973135016513169,0.9221456641140198,1.0,0.18243695266142498,0,0,0.9820805949504605,50.0
0,11,0.9501500256841862,0.07977709916994147,0.9147257704547914,1.0,0.19031661133332844,0,0,0.9760668702490176,50.0
0,12,0.9590512714017567,0.010281587932617749,0.9922609126823088,1.0,0.19552282366239002,0,0,0.9969155236202146,50.0
0,13,0.9875546549290376,0.025576387845153595,0.9259007508154635,1.0,0.2375368922256334,0,0,0.992327083646454,50.0
0,14,0.9367359282377431,0.021213279010733013,1.0,1.0,0.18541832324512783,0,0,0.9936360162967801,50.0
0,15,0.9598956189565713,0.016999914219265312,0.987974630448196,1.0,0.18941121145267853,0,0,0.9949000257342204,50.0
0,16,1.0,0.0,0.9662744773944554,1.0,0.1742515483745194,0,0,1.0,50.0
0,17,0.9261279104735652,0.0823729592883284,0.9257955489434728,1.0,0.23457395288811186,0,0,0.9752881122135015,50.0
0,18,0.8967870518334649,0.002864773298487895,0.9793686979674937,1.0,0.17250208383260038,0,0,0.9991405680104536,50.0
0,19,0.9328622166467623,0.05556923470791174,0.9024017742330095,1.0,0.20310858655336933,0,0,0.9833292295876265,50.0
0,20,0.9648401962254073,0.0,0.9886008398817988,1.0,0.2418633661786119,0,0,1.0,50.0
0,21,0.9284600837891511,0.050003637825919815,0.9854769321144897,1.0,0.20960286806783224,0,0,0.9849989086522241,50.0
0,22,0.9758298700964937,0.045936693117860354,0.9344240455936298,1.0,0.20104933596712488,0,0,0.9862189920646419,50.0
0,23,0.969876206917453,0.0,0.9762359411427722,1.0,0.19526299470980632,0,0,1.0,50.0
0,24,0.9300687405201669,0.009299156164075336,0.9556885393511076,1.0,0.16932277190167727,0,0,0.9972102531507774,50.0
0,25,0.9716392806095617,0.07771347370975609,0.9818184975919514,1.0,0.21165310483975416,0,0,0.9766859578870731,50.0
0,26,0.9493432864607566,0.035225380522525954,0.9656667917317466,1.0,0.19406858092930585,0,0,0.9894323858432422,50.0
0,27,0.9459224979759294,0.0,0.8903006491518839,1.0,0.2234249418693464,0,0,1.0,50.0
0,28,0.9721188766645893,0.04333483978983889,0.9010071323962962,1.0,0.18963440315267452,0,0,0.9869995480630483,50.0
0,29,0.9485703001740803,0.057371278362284145,0.952685849878728,1.0,0.18657719445206838,0,0,0.9827886164913148,50.0
0,30,1.0,0.03614540681798687,0.8803414708610335,1.0,0.20144067146465158,0,0,0.989156377954604,50.0
0,31,0.9827180082209208,0.07822098709067167,0.9380213362355672,1.0,0.22951898096107018,0,0,0.9765337038727985,50.0
0,32,0.90978658879623,0.022104747767293854,0.9347748221924251,1.0,0.20468801785397392,0,0,0.9933685756698118,50.0
0,33,0.9679610932309204,0.02779444487442559,0.9949178532006456,1.0,0.17882927836043183,0,0,0.9916616665376723,50.0
0,34,1.0,0.08717790282678917,0.9809501341417574,1.0,0.2002285211112132,0,0,0.9738466291519633,50.0
0,35,0.9496718113777856,0.027175228568298765,0.9575070068375093,1.0,0.15992955415866972,0,0,0.9918474314295104,50.0
0,36,0.9530241448271292,0.07900083522781542,0.8648567723669582,1.0,0.16797444125762295,0,0,0.9762997494316554,50.0
0,37,0.9375785592207362,0.011278391190884269,0.9136283001807146,1.0,0.20108707170780765,0,0,0.9966164826427347,50.0
0,38,0.9204905775274855,0.07855200476372587,1.0,1.0,0.21060129411202935,0,0,0.9764343985708822,50.0
0,39,0.9171333642533516,0.022544567650323,0.8771829596657728,1.0,0.19468322416169243,0,0,0.9932366297049031,50.0
0,40,0.9743987040365162,0.0835530218625663,0.9824152631710156,1.0,0.18643471119689647,0,0,0.97493409344123,50.0
0,41,0.9462532199810906,0.0,0.9121438153254018,1.0,0.22707171779138796,0,0,1.0,50.0
0,42,0.9703768481823274,0.0,0.9016133221442622,1.0,0.21607170038757204,0,0,1.0,50.0
0,43,0.9052127703860757,0.0,0.9544138730597473,1.0,0.1633818834830494,0,0,1.0,50.0
0,44,0.9644797520744406,0.06882623326736002,0.9791461699121939,1.0,0.1962151131812719,0,0,0.979352130019792,50.0
0,45,1.0,0.04764373695668127,0.9889564835293368,1.0,0.1933702365580549,0,0,0.9857068789129956,50.0
0,46,0.9493323577274535,0.040893664546873106,0.9697410759709774,1.0,0.2013876227026556,0,0,0.9877319006359381,50.0
0,47,0.8803031839498704,0.01618976720659237,0.9805846276642763,1.0,0.1833326238810119,0,0,0.9951430698380223,50.0
0,48,0.9641999623612307,0.05047289772802781,0.977626727991611,1.0,0.222119867398146,0,0,0.9848581306815917,50.0
0,49,0.9320756738371199,0.10203447300720123,0.9799382145927993,1.0,0.1932148303223197,0,0,0.9693896580978396,50.0
0,50,0.9909700558416653,0.026032361244737137,0.9144143253907048,1.0,0.20183040356346418,0,0,0.9921902916265789,50.0
0,51,0.991529949248691,0.0315282264768664,0.9360103870284623,1.0,0.2133117047262686,0,0,0.9905415320569401,50.0
0,52,0.8616520444535272,0.09580108648224284,0.9009716852403676,1.0,0.16337187831569755,0,0,0.9712596740553272,50.0
0,53,0.9256220259491725,0.08833484323596393,0.9403977551820828,1.0,0.16994993087918206,0,0,0.9734995470292108,50.0
0,54,0.9407737189766798,0.01667433403185571,0.9658753506588861,1.0,0.16878083294011115,0,0,0.9949976997904433,50.0
0,55,1.0,0.02672364112798468,0.9952052866987261,1.0,0.18623255435538483,0,0,0.9919829076616046,50.0
0,56,0.9683581831096063,0.06559099029003346,0.9396972838701567,1.0,0.22807642784133114,0,0,0.98032270291299,50.0
0,57,0.9997570412284843,0.03137760084851893,0.9719760074548299,1.0,0.18117755808150085,0,0,0.9905867197454443,50.0
0,58,0.8746821704310063,0.07244038880318217,0.9598473536344672,1.0,0.15211479390199056,0,0,0.9782678833590454,50.0
0,59,0.8856401273332826,0.05641551422864397,0.9955785561837439,1.0,0.1968163025723988,0,0,0.9830753457314068,50.0
0,60,0.9834596682670668,0.05769362790256044,0.9601379941313507,1.0,0.2059283600161732,0,0,0.9826919116292319,50.0
0,61,0.9465411532401083,0.035155873680585134,0.9486738170069795,1.0,0.18222405373538164,0,0,0.9894532378958245,50.0
0,62,1.0,0.0,0.9059721618707892,1.0,0.19680703385155968,0,0,1.0,50.0
0,63,0.9342805276017705,0.07458761647383216,0.9834123430751822,1.0,0.18200610427024494,0,0,0.9776237150578504,50.0
0,64,0.9904455439518953,0.08363204471356729,0.9497090559107927,1.0,0.15180156068400252,0,0,0.9749103865859298,50.0
0,65,0.9976325639182281,0.08374696896066881,0.9403401667802063,1.0,0.18325073191829616,0,0,0.9748759093117993,50.0
0,66,0.9673225444958097,0.08367640795601086,1.0,1.0,0.17437861586308337,0,0,0.9748970776131968,50.0
0,67,0.8959301765024449,0.07498741517494857,0.9912202963404673,1.0,0.188449222252887,0,0,0.9775037754475154,50.0
0,68,0.8841836861978972,0.025549761585417528,0.9612400901890152,1.0,0.16628805365230384,0,0,0.9923350715243747,50.0
0,69,0.9849200496441983,0.04778638901572517,0.986454683941901,1.0,0.17434730699478956,0,0,0.9856640832952824,50.0
0,70,0.9771514658044383,0.023875678159946852,0.9463495598353372,1.0,0.20537826895357203,0,0,0.9928372965520159,50.0
0,71,0.9857897013930914,0.0,0.93396954777797,1.0,0.15174439338141021,0,0,1.0,50.0
0,72,0.9303505910434786,0.0,1.0,1.0,0.19620152317955486,0,0,1.0,50.0
0,73,0.9379541308249778,0.01137632225969832,0.9314276303029232,1.0,0.2034392066487412,0,0,0.9965871033220906,50.0
0,74,0.9467944435536965,0.017118516843877198,0.8843859331426955,1.0,0.2369565002591209,0,0,0.9948644449468368,50.0
0,75,0.9278534121521588,0.07638548529801716,0.9472388449212175,1.0,0.20354792229273883,0,0,0.9770843544105948,50.0
0,76,0.8911965449016523,0.06227081123044228,0.9899286756739604,1.0,0.1983682446062976,0,0,0.9813187566308673,50.0
0,77,0.9036017249303178,0.03278640022470181,0.9951334989170355,1.0,0.20544739510548482,0,0,0.9901640799325895,50.0
0,78,0.9758588839119662,0.04757260471169851,0.9890437165207567,1.0,0.20840377197449875,0,0,0.9857282185864904,50.0
0,79,0.9343339689189366,0.0,1.0,1.0,0.19129185054112077,0,0,1.0,50.0
0,80,0.8585487293294355,0.0,0.9053338922631178,1.0,0.19508476999974197,0,0,1.0,50.0
0,81,0.9738680979589165,0.0,0.9594339102278199,1.0,0.1816968776830815,0,0,1.0,50.0
0,82,0.9318730333379657,0.044479755988437286,0.9141993437292715,1.0,0.1804808236777019,0,0,0.9866560732034688,50.0
0,83,0.8959095059639277,0.007890601563202884,0.9361136543702854,1.0,0.1792984377191872,0,0,0.9976328195310391,50.0
0,84,0.948595231488511,0.0,0.9975494131002879,1.0,0.17955439436705342,0,0,1.0,50.0
0,85,0.9702352433763904,0.045817842753619505,0.9260201775330299,1.0,0.20565173965838593,0,0,0.9862546471739142,50.0
0,86,0.9950447010511705,0.03120592362379756,0.8661175756494033,1.0,0.19624658018143096,0,0,0.9906382229128607,50.0
0,87,0.9365087446528009,0.06993552306732634,1.0,1.0,0.22003490795303016,0,0,0.9790193430798021,50.0
0,88,0.9594311263818311,0.014355784622627456,0.9864208560471316,1.0,0.21032595144202904,0,0,0.9956932646132117,50.0
0,89,0.9177365999077375,0.03826445761623481,0.9850666972271398,1.0,0.23570336804144262,0,0,0.9885206627151295,50.0
0,90,0.9445016891038004,0.0,0.8907795756047662,1.0,0.21270742285722555,0,0,1.0,50.0
0,91,1.0,0.030476522027515794,0.9596241184148813,1.0,0.1744031808471996,0,0,0.9908570433917453,50.0
0,92,0.9772493687829469,0.014530373789874176,0.8988061691961978,1.0,0.20405594553795559,0,0,0.9956408878630377,50.0
0,93,0.958692792195246,0.07266842354241146,0.9319714973633718,1.0,0.2359512233328928,0,0,0.9781994729372766,50.0
0,94,0.8800456588587376,0.03140570865488574,0.9811708249343576,1.0,0.19697896244786142,0,0,0.9905782874035343,50.0
0,95,0.94364479082639,0.0033922539655632557,0.9622461821039683,1.0,0.21991402771799848,0,0,0.998982323810331,50.0
0,96,0.994576556478385,0.03578966139756294,0.946271862686291,1.0,0.20758560068730328,0,0,0.9892631015807312,50.0
0,97,0.9846605519304359,0.02007559275433774,0.9809257905649555,1.0,0.19595833509221192,0,0,0.9939773221736987,50.0
0,98,0.8921488356149836,0.04303087974407572,0.992262075809263,1.0,0.20488208777956704,0,0,0.9870907360767773,50.0
0,99,0.9097431857526326,0.0708876042655181,0.975985745263513,1.0,0.17675840974531426,0,0,0.9787337187203445,50.0
1,0,0.5444128160465054,0.2685576439653959,0.9686703330105523,1.0,0.14654331133794124,1,0,0.9194327068103813,50.0
1,1,0.3185066803423221,0.293886227926776,0.9727882885695898,0.998,0.19347475989953922,1,0,0.9118341316219672,50.0
1,2,0.3651614447128896,0.4192109937214575,0.9602939551679969,0.996,0.19813402700693017,1,0,0.8742367018835627,50.0
1,3,0.40522812984848083,0.3498730140109871,0.9198425318347306,0.994,0.19276334925831318,1,0,0.8950380957967039,50.0
1,4,0.34912255505575174,0.28205320362846364,0.9770300763663149,0.992,0.208499317948723,1,0,0.9153840389114609,50.0
1,5,0.25399173733077307,0.3688055926429681,0.9315212696783982,0.99,0.1861298767085544,1,0,0.8893583222071095,50.0
1,6,0.5849929864209373,0.334704810349214,0.9208242826992317,0.988,0.17984214100752913,1,0,0.8995885568952358,50.0
1,7,0.5551955156960513,0.47392005404433735,0.9734334361190504,0.986,0.19793159772850735,1,0,0.8578239837866988,50.0
1,8,0.3131598218256229,0.2401646149241623,0.9505210401578267,0.984,0.20577833334337414,1,0,0.9279506155227513,50.0
1,9,0.29506726314363,0.44946294333507225,0.9830904535223726,0.982,0.19183222745490547,1,0,0.8651611169994784,50.0
1,10,0.3639930494451389,0.47485376906162724,1.0,0.98,0.16928715860147764,1,0,0.8575438692815118,50.0
1,11,0.24155664987982023,0.4465845170607192,0.9524684349039995,0.978,0.19549137101543804,1,0,0.8660246448817842,50.0
1,12,0.5072482356948173,0.44938541768855916,0.9803536136704954,0.976,0.18755664599491484,1,0,0.8651843746934322,50.0
1,13,0.2471615200143011,0.46056822276746023,0.989409649732854,0.974,0.16238403144051886,1,0,0.861829533169762,50.0
1,14,0.409981818832351,0.2830590418317383,1.0,0.972,0.19660560407159244,1,0,0.9150822874504785,50.0
1,15,0.27722168880475606,0.3001717784895724,0.9203248306444609,0.97,0.23294787995206662,1,0,0.9099484664531283,50.0
1,16,0.3384285307728091,0.37204071613646045,0.9599054342732672,0.968,0.204232194655901,1,0,0.8883877851590619,50.0
1,17,0.4543548909772495,0.3762251962723078,0.9688180102245582,0.966,0.1413881124829445,1,0,0.8871324411183077,50.0
1,18,0.32728086809279794,0.40563878918352514,1.0,0.964,0.18575795916242124,1,0,0.8783083632449424,50.0
1,19,0.3730012921342632,0.22328236010265418,0.9132457967164669,0.962,0.2026205423238684,1,0,0.9330152919692037,50.0
1,20,0.2459561078898653,0.4125331436256759,0.9721910004421119,0.96,0.2184871551437487,1,0,0.8762400569122972,50.0
1,21,0.3761930346178684,0.4088000933666597,0.9643918043173096,0.958,0.17916824734757458,1,0,0.877359971990002,50.0
1,22,0.47872535338605654,0.231978053023166,0.9831963737793237,0.956,0.20458963430927213,1,0,0.9304065840930502,50.0
1,23,0.35057760266865584,0.3678800295692522,0.9473684236724351,0.954,0.19034419682550713,1,0,0.8896359911292243,50.0
1,24,0.40618894445877257,0.3536395940614339,0.9259467820132883,0.952,0.21533645743568489,1,0,0.8939081217815699,50.0
1,25,0.25712700686228085,0.4093756515287373,0.9738678234901774,0.95,0.21267820755467487,1,0,0.8771873045413788,50.0
1,26,0.2691090440285404,0.4442567261573065,0.9678283822579493,0.948,0.17530373826177043,1,0,0.8667229821528081,50.0
1,27,0.26785583780301736,0.4250050942502052,0.9325749341524634,0.946,0.19452298988907527,1,0,0.8724984717249384,50.0
1,28,0.5375647861044368,0.31368407331235826,0.955801804022224,0.944,0.15784093316445114,1,0,0.9058947780062925,50.0
1,29,0.48387431055532043,0.34998750850482185,0.9498673175235361,0.942,0.20405550096504735,1,0,0.8950037474485535,50.0
