node_id,cycle_id,FFc,dFF,rho_recv,d_bar,tau,PDRVar,CoordScore,lambda_t,is_attacker,blockchain_reject,PDR_t,d_bar_t
0,0,0.9581548803175309,0.0,0.9453358949254154,48.0654683323458,1.0,0.0,0.2529548575576059,0.18503796497639205,0,0,0.9874464640952593,48.0654683323458
0,1,0.9572172562194446,0.0,0.9182705909488563,46.271423269657696,1.0,2.1978473732803082e-07,0.2529548575576059,0.16391522588873364,0,0,0.9871651768658334,46.271423269657696
0,2,0.9488992287378387,0.01635709686678005,0.9442014215069733,49.73758231478254,1.0,1.730397847763584e-05,0.2529548575576059,0.20211640804776873,0,0,0.9846697686213516,49.73758231478254
0,3,0.9622075405845091,0.0,0.9477838912672005,48.181251385594024,1.0,2.3385872736918697e-05,0.2529548575576059,0.20213884359499307,0,0,0.9886622621753527,48.181251385594024
0,4,0.932192078573553,0.0,0.942275282917213,51.52237491917029,1.0,0.00011418229522957497,0.2529548575576059,0.20174078538944115,0,0,0.9796576235720659,51.52237491917029
0,5,0.9831099927598729,0.0,0.9604607863583727,48.56168711920924,1.0,0.00023187976917504003,0.2529548575576059,0.17941215414578227,0,0,0.9949329978279619,48.56168711920924
0,6,0.9417451570429719,0.0,0.9866460352614899,49.79566677529035,1.0,0.00022711300786369391,0.2529548575576059,0.2017230596712691,0,0,0.9825235471128916,49.79566677529035
0,7,0.9334057542849439,0.062476185973016754,0.9567655055800935,53.037744708108136,1.0,0.000248736950987634,0.2529548575576059,0.15522411667639482,0,0,0.9800217262854831,53.037744708108136
0,8,0.9700104671048184,0.0,0.934236727916757,51.61544848979577,1.0,0.0002527236658112703,0.2529548575576059,0.2000936138237487,0,0,0.9910031401314455,51.61544848979577
0,9,0.9227792233047943,0.0,0.9499674893368852,51.19516135974378,1.0,0.00031576702819641103,0.2529548575576059,0.16609114862651161,0,0,0.9768337669914383,51.19516135974378
0,10,0.9477988284372746,0.0,0.9210225286605396,49.744329655666675,1.0,0.0003105424019316745,0.2529548575576059,0.21899503000434473,0,0,0.9843396485311824,49.744329655666675
0,11,0.9332058594100359,0.0,0.9675123785344292,50.35812161657186,1.0,0.000327467675610787,0.2529548575576059,0.20949614392899307,0,0,0.9799617578230108,50.35812161657186
0,12,0.941125841814206,0.005537903419737254,0.9651822190169558,50.0331850112963,1.0,0.0003307856811474479,0.2529548575576059,0.22459053876136517,0,0,0.9823377525442618,50.0331850112963
0,13,0.9961597342919579,0.015939708901607213,0.9637719545005841,49.15992341910837,1.0,0.0005394419665052067,0.2529548575576059,0.20614590030130156,0,0,0.9988479202875874,49.15992341910837
0,14,0.9458308723202434,0.0,0.9181844989661907,52.28065263801119,1.0,0.0005071896073264624,0.2529548575576059,0.19982459927786783,0,0,0.983749261696073,52.28065263801119
0,15,0.9234948158693317,0.031949567129018704,0.9481557265568276,51.09538848668481,1.0,0.00045036453896685566,0.2529548575576059,0.22909105041855551,0,0,0.9770484447607996,51.09538848668481
0,16,0.9812472947215221,0.007003749750058446,0.9241800447229067,49.9791066274156,1.0,0.0005606976722223234,0.2529548575576059,0.19115288687959067,0,0,0.9943741884164566,49.9791066274156
0,17,0.9689060870067391,0.02996210162910879,0.9130283022121779,49.4514172694187,1.0,0.000559810411368854,0.2529548575576059,0.1679260695544741,0,0,0.9906718261020218,49.4514172694187
0,18,0.967704961742055,0.0,0.9518674104868463,46.642058986133435,1.0,0.0005524710253597475,0.2529548575576059,0.1989022860678558,0,0,0.9903114885226165,46.642058986133435
0,19,0.9748887719801362,0.01811672212511377,0.9536681027259984,48.797292271658804,1.0,0.00048371944102085473,0.2529548575576059,0.1941033315387775,0,0,0.9924666315940409,48.797292271658804
0,20,0.9868391265019192,0.0,0.9647992309096037,45.74021399871955,1.0,0.0005409576385638872,0.2529548575576059,0.19797427679180063,0,0,0.9960517379505758,45.74021399871955
0,21,0.9187696869326264,0.0,0.9434072997410133,49.103790645061316,1.0,0.0006426770890394643,0.2529548575576059,0.20971516852474398,0,0,0.9756309060797879,49.103790645061316
0,22,0.9852815802327703,0.013988537551987076,0.9407442913327412,52.285595638187914,1.0,0.0006470856402156786,0.2529548575576059,0.16868520788942018,0,0,0.9955844740698311,52.285595638187914
0,23,0.9531215091719601,0.005272926584820281,0.9411935665983034,46.535764547693255,1.0,0.0005448247529760252,0.2529548575576059,0.22818864389326285,0,0,0.985936452751588,46.535764547693255
0,24,0.9611642844449241,0.0,0.9638358072490562,50.75366150838262,1.0,0.0005206667693664195,0.2529548575576059,0.1762115079800466,0,0,0.9883492853334772,50.75366150838262
0,25,0.9242558618704093,0.0038684084616074366,0.968877581493979,51.7314885593756,1.0,0.0005148364682073048,0.2529548575576059,0.17841892872666532,0,0,0.9772767585611228,51.7314885593756
0,26,0.96397953248665,0.0,0.9768928952945357,50.97989490712804,1.0,0.00047595331748357837,0.2529548575576059,0.20455113545148998,0,0,0.989193859745995,50.97989490712804
0,27,0.9641895508983521,0.027846073613839183,1.0,48.65834329915553,1.0,0.0004700175515832251,0.2529548575576059,0.16324840410421804,0,0,0.9892568652695056,48.65834329915553
0,28,0.9405996594874642,0.03606592242038544,0.959727136677128,50.40876955789227,1.0,0.0004944768933141865,0.2529548575576059,0.18053369981472472,0,0,0.9821798978462393,50.40876955789227
0,29,0.964538726505865,0.0,0.9479312189320962,46.96214955836246,1.0,0.0004677276248976904,0.2529548575576059,0.20228892901662657,0,0,0.9893616179517595,46.96214955836246
0,30,0.9402148600557153,0.0,0.958560501871926,54.48063360060402,1.0,0.00037835585548743505,0.2529548575576059,0.18937685467916404,0,0,0.9820644580167146,54.48063360060402
0,31,0.9506277958907495,0.0,0.9647887578007741,49.89126729871208,1.0,0.0002604446026256484,0.2529548575576059,0.2175781044751198,0,0,0.9851883387672249,49.89126729871208
0,32,0.9399311156675485,0.0,0.9061411578947406,51.291842636428804,1.0,0.0001690494932635119,0.2529548575576059,0.1804859758114811,0,0,0.9819793347002646,51.291842636428804
0,33,0.9338195798523042,0.024230793518984394,0.9322171386279348,50.986122208981406,1.0,0.00019154260542268982,0.2529548575576059,0.18218588781949607,0,0,0.9801458739556913,50.986122208981406
0,34,0.9468071105707935,0.0,0.9711655396700172,50.74874345504423,1.0,0.00017324737508943674,0.2529548575576059,0.21029379314438168,0,0,0.984042133171238,50.74874345504423
